James Monroe,John Jay,Apr. 20 1786
Henry Lee,George Washington,Apr. 21 1786
Charles Thomson,the Several States,Apr. 22 1786
Rufus King,Jonathan Jackson,Apr. 22 1786
The Maryland Delegates,William Smallwood,Apr. 28 1786
Nathan Dane,Thomas Ivers,Apr. 29 1786
Rufus King,Elbridge Gerry,Apr. 30 1786
Thomas Rodney,Diary,May 2 1786
Stephen Mix Mitchell,Jeremiah Wadsworth,May 3 1786
David Ramsay,Benjamin Rush,May 3 1786
Thomas Rodney,Diary,May 3 1786
Timothy Bloodworth,Richard Caswell,May 3 1786
Roger Alden,John Jay,May 4 1786
Rufus King,John Adams,May 4 1786
Thomas Rodney,Diary,May 4 1786
Rufus King,John Adams,May 5 1786
Rufus King,Elbridge Gerry,May 6 1786
The Pennsylvania Delegates,Benjamin Franklin,May 7 1786
Charles Thomson,Azariah Horton,May 10 1786
Charles Thomson,Richard Claiborne,May 10 1786
The Maryland Delegates,William Smallwood,May 10 1786
James Monroe,Thomas Jefferson,May 11 1786
Rufus King,Elbridge Gerry,May 14 1786
Charles Pettit,Jeremiah Wadsworth,May 14 1786
Charles Thomson,Benjamin Franklin,May 15 1786
James Manning,Hezekiah Smith,May 17 1786
Stephen Mix Mitchell,Oliver Wolcott jr.,May 18 1786
James Manning,Nathan Miller,May 19 1786
Pierse Long,John Langdon,May 21 1786
James Monroe,Richard Henry Lee,May 24 1786
James Manning,John Collins,May 26 1786
Nathan Miller,James Manning,May 27 1786
Charles Pettit,Jeremiah Wadsworth,May 27 1786
William Grayson,George Washington,May 27 ,^71 1786
William Grayson,James Madison,May 28 1786
James Monroe,James Madison,May 31 1786
Charles Thomson,Certain States,June 1 1786
Pierse Long,John Langdon,June 1 1786
Rufus King,Elbridge Gerry,June 1 1786
William Blount,Richard Caswell,June 2 1786
Rufus King,Elbridge Gerry,June 4 1786
Rufus King,Elbridge Gerry,June 4 1786
James Manning,Nathan Miller,June 7 1786
Rufus King,Elbridge Gerry,June 8 1786
The Virginia Delegates,Patrick Henry,June 8 1786
James White,Richard Caswell,June 8 1786
The Pennsylvania Delegates,Benjamin Franklin,June 9 1786
Nathan Dane,James Bowdoin,June 10 1786
Rufus King,Elbridge Gerry,June 11 1786
Rufus King,Jonathan Jackson,June n 389 1786
James Manning,Nathan Miller,June 12 1786
Charles Thomson,the Commissioners for Indian Affairs of the Middle and Northern Departments,June 16 1786
James Monroe,Thomas Jefferson,June 16 1786
Rufus King,Elbridge Gerry,June 18 1786
Stephen Mix Mitchell,William Samuel Johnson,June 18 1786
Richard Henry Lee,Nathaniel Gorham,June 20 1786
James Manning,John Collins. June 23 1786
Charles Thomson,John Jay,June 29 1786
Charles Thomson,the Judges of the Court of Appeals,June 29 1786
The Pennsylvania Delegates,Benjamin Franklin,June 30 1786
Charles Thomson,the Several States,July 1 1786
Charles Pettit,James Wilson,July 2 1786
Charles Thomson,Patrick Henry,July 3 1786
Charles Thomson,John Jay,July 3 1786
Henry Lee,George Washington,July 3 1786
Rufus King,Elbridge Gerry,July 4 1786
The Virginia Delegates,Patrick Henry,July 5 1786
Rufus King,Elbridge Gerry,July 6 1786
William Blount,Richard Caswell,July 8 1786
Charles Thomson,Patrick Henry,July 11 1786
James Monroe,Thomas Jefferson,July 16 1786
The Virginia Delegates,Patrick Henry,July 17 1786
William Gumming,Richard Caswell,July 17 1786
Charles Thomson,Certain States,July 26 1786
Rufus King,James Monroe,July 30 1786
William Samuel Johnson,Richard Jackson,July 30 1786
Charles Pettit,Charles Biddle,Aug. 2 1786
James Manning,Samuel Jones,Aug. 3 1786
William Cumming,Richard Caswell,Aug. 3 1786
Charles Pettit,Benjamin Franklin,Aug. 4 1786
Pierse Long,John Langdon,Aug. 6 1786
Pierse Long,John Sullivan,Aug. 6 1786
Theodore Sedgwick,Caleb Strong,Aug. 6 1786
The Maryland Delegates,William Smallwood,Aug. 7 1786
Henry Lee,George Washington,Aug. 7 1786
Stephen Mix Mitchell,William Samuel Johnson,Aug. 9 1786
James Monroe,James Madison,Aug. 11 1786
Nathan Dane,Rufus King,Aug. 11 1786
James White,John Sullivan,Aug. 11 1786
Charles Thomson,Certain States,Aug. 12 1786
James Monroe,Patrick Henry,Aug. 12 1786
Rufus King,Elbridge Gerry,Aug. 13 1786
Charles Thomson,the Governors of North Carolina; South Carolina; and Georgia,Aug. 14 1786
James Monroe,James Madison,Aug. 14 1786
Charles Thomson,Minutes of Proceedings,Aug. 16 1786
James Monroe,John Sullivan,Aug. 16 1786
James Monroe,George Clinton,Aug. 16 1786
The Virginia Delegates,Motion,Aug. 16 1786
Timothy Bloodworth,Richard Caswell,Aug. 16 1786
William Samuel Johnson,Notes of Debates,Aug. 16-22 1786
Rufus King,Nathan Dane,Aug. 17 1786
Charles Thomson,Minutes of Proceedings,Aug. 18 1786
The Virginia Delegates,Motion,Aug. 18 1786
Charles Thomson,Walter Livingston and Comfort Sands,Aug. 19 1786
James Monroe,Thomas Jefferson,Aug. 19 1786
Lambert Cadwalader,James Monroe,Aug. 20 1786
James Monroe,George Washington,Aug. 20 1786
William Samuel Johnson,Speech in Congress,Aug. 21 1786
Charles Thomson,Minutes of Proceedings,Aug. 21-22 1786
James Manning,Samuel Jones,Aug. 23 1786
Charles Thomson,the Inhabitants of the Kaskaskias,Aug. 24 1786
Samuel Livermore,John Sullivan,Aug. 24 1786
Timothy Bloodworth,Richard Caswell,Aug. 24 1786
Charles Thomson,the Reverend John Ettwein,Aug. 26 1786
Samuel Livermore,John Sullivan,Aug. 26 1786
Rufus King,Elbridge Gerry,Aug. 26 1786
Rufus King,Elbridge Gerry,Aug. 26 1786
Timothy Bloodworth,Richard Caswell,Aug. 28 1786
John Henry,William Smallwood,Aug. 30 1786
James Monroe,James Madison,Aug. 30 1786
James Monroe,James Madison,Sept. 1 1786
Charles Thomson,John Sullivan,Sept. 2 1786
Rufus King,Jonathan Jackson,Sept. 3 1786
James Monroe,James Madison,Sept. 3 1786
Timothy Bloodworth,Richard Caswell,Sept. 4 1786
Henry Lee,George Washington,Sept. 8 1786
James Monroe,James Madison,Sept. 12 1786
Rufus King,Note,Sept. 13 1786
Stephen Mix Mitchell,William Samuel Johnson,Sept. 14 1786
Charles Thomson,the Judges appointed in the Case of South Carolina vs. Georgia,Sept. 15 1786
Rufus King,James Bowdoin,Sept. 17 1786
John Langdon,John Sullivan,Sept. 20 1786
Charles Thomson,Jeremiah Wadsworth,Sept. 26 1786
The Rhode Island Delegates,John Collins,Sept. 28 1786
James Monroe,James Madison,Sept. 29 1786
Timothy Bloodworth,Richard Caswell,Sept. 29 1786
Henry Lee,George Washington,Oct. 1 1786
Rufus King,John Adams,Oct. 2 1786
James Monroe,James Madison,Oct. 2 1786
James Monroe,James Madison,Oct. 7 1786
Charles Thomson,the Reverend John Ettwein,Oct. 477 1786
James White,the President of Congress (Nathaniel Gorham),Oct .10 477 1786
Charles Thomson,the Governors of North Carolina; South Carolina; and  Georgia,Oct. 11 1786
Rufus King,Address before the Massachusetts House of Representatives,Oct. 11 1786
Henry Lee,George Washington,Oct. 11 1786
James White,Nathaniel Gorham,Oct. 11 1786
James Monroe,Thomas Jefferson,Oct. 12 1786
Charles Thomson,Richard Butler,Oct. 13 1786
Charles Thomson,the Reverend John Ettwein,Oct. 13 1786
Charles Thomson,the Several States,Oct. 16 1786
Henry Lee,George Washington,Oct. 17 1786
Charles Pettit,Benjamin Franklin,Oct. 18 1786
Rufus King,Elbridge Gerry,Oct. 19 1786
Henry Lee,James Madison,Oct. 19 1786
Henry Lee,Henry St. George Tucker,Oct. 20 1786
Nathaniel Gorham,James Bowdoin,Oct. 22 1786
Charles Pettit,Benjamin Franklin,Oct. 23 1786
Charles Thomson,George Read,Oct. 24 1786
Henry Lee,James Madison,Oct. 25 1786
Charles Thomson,Certain States,Oct. 27 1786
The Massachusetts Delegates,James Bowdoin,Oct. 28 1786
Nathaniel Gorham,Thomas Ivers,Oct. 28 1786
The Maryland Delegates,William Smallwood,Oct. 31 1786
John Henry,William Smallwood,Nov. 1 1786
Charles Thomson,the Several States,Nov. 4 1786
John Kean,John Jay,Nov. 4 1786
Rufus King,Elbridge Gerry,Nov. 5 1786
John Henry,William Smallwood. Nov. 5 1786
William Blount,Richard Caswell,Nov. 5 1786
Charles Pettit,Thomas Mifflin,Nov. 8 1786
Nathan Dane,Address before the Massachusetts House of Representatives,Nov. 9 1786
Charles Thomson,the Several States,Nov. 11 1786
Henry Lee,George Washington,Nov. 11 1786
John Kean,John Jay,Nov. 11 1786
Roger Alden,William Samuel Johnson,Nov. 12 1786
William Blount,Richard Caswell,Nov. 16 1786
Rufus King,Nathan Dane,Nov. 22 1786
Stephen Mix Mitchell,William Samuel Johnson,Nov. 22 1786
William Grayson,James Monroe,Nov. 22 1786
William Grayson,James Madison,Nov. 22 1786
Abraham Gark,James Madison,Nov. 23 1786
Samuel Meredith,Thomas FitzSimons,Nov. 26 1786
William Samuel Johnson,Samuel Huntington. Nov. 28 1786
Charles Thomson,the Reverend John Ettwein,Dec. 4 1786
William Blount,Richard Caswell,Dec. 7 1786
Edward Carrington,Edmund Randolph,Dec. 8 1786
William Blount,Richard Caswell,Dec. 13 1786
Charles Thomson,Richard Caswell,Dec. 14 1786
Timothy Bloodworth,the North Carolina Assembly,Dec. 16 1786
Edward Carrington,James Madison,Dec. 18 1786
Henry Lee,James Madison,Dec. 20 1786
The Virginia Delegates,Edmund Randolph,Dec. 24 1786
David Ross,The Governor of Maryland,Dec. 27 1786
Edward Carrington,James Madison,Dec. 27 1786
William Blount,Richard Caswell,Dec. 30 1786
