The North Carolina Delegates,Richard Caswell,Apr. 2 1779
Samuel Holten,Diary,Apr. 2-3 1779
John Fell,Diary,Apr. 3 1779
Henry Laurens,William Henry Drayton,Apr. 3 1779
Henry Laurens,John Laurens,Apr. 3 1779
John Armstrong,Horatio Gates,Apr. 3 1779
William Henry Drayton,Henry Laurens,Apr. 4 1779
Henry Laurens,William Henry Drayton,Apr. 4 1779
Henry Laurens,Richard Caswell,Apr. 4 1779
Henry Laurens,the North Carolina Delegates,Apr. 4 1779
John Jay,Horatio Gates,Apr. 4 1779
James Lovell,Horatio Gates,Apr. 5 1779
John Fell,Diary,Apr. 5-6 1779
The Maryland Delegates,Thomas Johnsonjr.,Apr. 6 1779
William Whipple,Josiah Bartlett,Apr. 6 1779
John Jay,the Several States,Apr. 7 1779
John Fell,Diary,Apr. 7-8 1779
The North Carolina Delegates,Henry Laurens,Apr. 8 1779
Henry Laurens,the North Carolina Delegates,Apr. 8 1779
Henry Laurens,John Laurens,Apr. 8 1779
Gouverneur Morris,Joseph Reed,Apr. 9 1779
John Fell,Diary,Apr. 9 1779
Samuel Llolten,Diary,Apr. 10 1779
Henry Laurens,Statement,Apr. 12 1779
James Lovell,Horatio Gates,Apr. 13 1779
The Rhode Island Delegates,William Greene,Apr. 13 1779
John Fell,Diary,Apr. 13-14 1779
The Massachusetts Delegates,Jeremiah Powell,Apr. 14 1779
John Fell,Diary,Apr. 15 1779
Henry Laurens,John Laurens,Apr. 16 1779
John Fell,Diary,Apr. 16-18 1779
Henry Laurens,John Laurens,Apr. 18 1779
Richard Henry Lee,William Shippenjr.,Apr. 18 1779
Henry Laurens,William Livingston,Apr. 19 1779
James Lovell,Horatio Gates,Apr. 19 1779
John Fell,Diary,Apr. 19-20 1779
The Rhode Island Delegates,William Greene,Apr. 20 1779
Henry Laurens,Statement,Apr. 21 1779
Thomas Burke. Account of Interview with Gerard,Apr. 21 1779
Richard Henry Lee,Statement,Apr. 21 1779
John Jay,George Washington,Apr. 21 1779
John Fell,Diary,Apr. 21-22 1779
William Henry Draj^ton,Timothy Matlack,Apr. 22 1779
Charles Thomson,Statement,Apr. 22 1779
John Fell,Diary,Apr. 23-24 1779
Richard Henry Lee,John Adams,Apr. 24 1779
John Jay,Conrad Alexandre Gerard,Apr. 25 1779
John Jay,George Washington,Apr. 26 1779
Henry Laurens,Notes,Apr. 26 1779
Gouverneur Morris,George Washington,Apr. 26 1779
William Whipple,John Langdon,Apr. 26 1779
Richard Henry Lee,Francis Lightfoot Lee,Apr. 26 1779
The Massachusetts Delegates,Jeremiah Powell,Apr. 26 1779
John Fell,Diary,Apr. 26-27 1779
James Duane,George Washington,Apr. 27 1779
Richard Henry Lee,George Washington,Apr. 28 1779
John Fell,Diary,Apr. 28-29 1779
James Lovell,Benjamin Franklin,Apr. 29 1779
Henry Laurens,Notes of Proceedings,Apr. 29 1779
Samuel Adams,Samuel Cooper,Apr. 29 1779
Frederick Frelinghuysen,Caleb Camp,Apr. 29 1779
John Fell,Diary,Apr. 30 1779
Henry Laurens,Notes,Apr. 30 1779
James Duane,Philip Schuyler,May 1 1779
John Fell,Diary,May 1-2 1779
Henry Laurens,John Laurens,May 2 1779
William Carmichael,Statement,May 3 1779
John Fell,Diary,May 3-4 1779
Joseph Spencer,Oliver Ellsworth,May 4 1779
William Ellery,William Greene,May 4 1779
Thomas Burke,Timothy Matlack,May 4 1779
John Fell,Diary,May 5-6 1779
Henry Laurens,Notes of Debates,May 6 1779
The Virginia Delegates,George Washington,May 6 1779
The South Carolina Delegates,John Rutledge,May 7 1779
John Fell,Diary,May 7-8 1779
Henry Laurens,Motion,May 8 1779
Henry Laurens,Notes of Debates,May 8 1779
Henry Laurens,Notes of Debates,May 8 1779
The Rhode Island Delegates,William Greene,May 8 1779
Daniel of St. Thomas Jenifer,Thomas Johnsonjr.,May 9 1779
John Jay,George Washington,May 10 1779
John Armstrong,George Washington,May 10 1779
John Dickinson,Caesar Rodney,May 10 1779
William Fleming,Thomas Jefferson,May 10 1779
John Fell,Diary,May 10-11 1779
Samuel Holten,Jeremiah Powell,May 11 1779
Samuel Adams,James Warren,May 11 1779
The Maryland Delegates,Thomas Johnsonjr.,May 11 1779
William Carmichael,Thomas Johnsonjr.,May 11 1779
John Fell,Diary,May 12-13 1779
Henry Laurens,Notes,May 12-13 1779
Henry Laurens,Proposed Resolution,May 12-13 1779
William Floyd,George Clinton,May 14 1779
John Fell,Diary,May 14 1779
James Duane,George Washington,May 15 1779
Henry Laurens,Remarks on Meriwether Smith's Motion,May 15 1779
Henry Laurens,Notes of Proceedings,May 17 1779
The Virginia Delegates,Patrick Henry,May 17 1779
James Duane,George Washington,May 17 1779
James Ix)ven,John Avery,May 17 1779
John Fell,Diary,May 17-18 1779
Samuel Holten,Jeremiah Powell,May 18 1779
John Jay,George Washington,May 19 1779
Henry Laurens,Notes of Proceedings,May 19 1779
John Fell,Diary,May 19-20 1779
Roger Sherman,Benjamin Trumbull,May 20 1779
The North Carolina Delegates,Richard Caswell,May 20 1779
Henry Laurens,Notes of Proceedings,May 20 1779
William Whipple,Josiah Bartlett,May 21 1779
John Fell,Diary,May 21-22 1779
John Jay,the Several States,May 22 1779
John Jay,George Clinton,May 22 1779
The Virginia Delegates,Benjamin Harrison,May 22 1779
Richard Henry Lee,Thomas Jefferson,May 22 1779
William Fleming,Thomas Jefferson,May 22 1779
John Armstrong,Horatio Gates,May 22 1779
Richard Henry Lee,Arthur Lee,May 23 1779
Henry Laurens,Notes of Proceedings,May 24 1779
Henry Laurens,Notes of Proceedings,May 24 1779
Daniel of St. Thomas Jenifer,Thomas Johnsonjr.. May 24 1779
William Whipple,John Langdon,May 24 1779
John Fell,Diary,May 24-25 1779
William Ellery,William Greene,May 25 1779
Samuel Holten,Jeremiah Powell,May 25 1779
Daniel of St. Thomas Jenifer,unknown,May 26 1779
Samuel Holten,Diary,May 26 1779
John Fell,Diary,May 26-27 1779
Richard Henry Lee,Henry Laurens,May 27 1779
Henry Laurens,Minutes of Debates,May 27 1779
John Fell,Diary,May 28-29 1779
Gouverneur Morris,Robert R. Livingston,May 30 1779
Qiarles Carroll of Carrollton,William Carmichael,May 31 1779
Whitmill Hill,Thomas Burke,May 31 1779
John Fell,Diary,May 31,June 1 1779
The New York Delegates,George Clinton,June 1 1779
James Lovell,Horatio Gates,June 1 1779
The Maryland Delegates,Thomas Johnsonjr.,June 1 1779
Daniel of St. Thomas Jenifer,Thomas Johnsonjr.,June 1 1779
John Fell,Diary,June 2-3 1779
John Jay,George Clinton,June 3 1779
James Lovell,Horatio Gates,June 3 1779
The Board of War,George Washington,June 3 1779
Henry Laurens,Statement,June 3 1779
William Whipple,Meshech Weare,June 4 1779
John Fell,Diary,June 4-5 1779
James Lovell,Horatio Gates,June 5 1779
William Whipple,John Langdon,June 6 1779
Richard Henry Lee,Samuel Adams,June 6 1779
Richard Henry Lee,Henry Laurens,June 6 1779
John Fell,Diary,June 7-8 1779
The Maryland Delegates,Thomas Johnsonjr.,June 8 1779
Daniel of St. Thomas Jenifer,Thomas Johnsonjr.,June 8 1779
Henry Laurens,Richard Henry Lee,June 8 1779
John Jay,Benj amin Franklin,June 9 1779
James Lovell,Horatio Gates,June 9 1779
Richard Henry Lee,George Mason,June 9 1779
John Fell,Diary,June 9-10 1779
John Dickinson,Caesar Rodney,June 10 1779
Henry Laurens,Notes,June lO-11 1779
Henry Laurens,Note,June 11 1779
John Fell,Diary,June 11-12 1779
Henry Laurens,Notes of Proceedings,June 12 1779
James Duane,George Clinton,June 12 1779
William Whipple,John Langdon,June 12 1779
Richard Henry Lee,William Whipple,June 13 1779
James Lovell,John Adams,June 13 1779
James Lovell,Arthur Lee,June 13 1779
James Lovell,Benjamin Franklin,June 13 1779
Samuel Adams,Richard Henry Lee,June 13 1779
John Fell,Diary,June 13-14 1779
James Duane,George Clinton,June 14 1779
Daniel of St. Thomas Jenifer,Thomas Johnsonjr.,June 14 1779
James Lovell,James Warren,June 15 1779
James Duane,Philip Schuyler,June 15 1779
The Rhode Island Delegates,William Greene,June 15 1779
Nathaniel Scudder,Richard Henry Lee,June 15 1779
John Fell,Diary,June 15-16 1779
James Lovell,Samuel Adams,June 16 1779
The New York Delegates,George Clinton,June 16 1779
John Fell,Diary,June 17-18 1779
John Jay,Benjamin Franklin,June 18 1779
Henry Laurens,Notes of Proceedings,June 19 1779
John Fell,Diary,June 19 1779
William Whipple,Josiah Bartlett,June 20 1779
Daniel of St. Thomas Jenifer,Robert Christie,June 21 1779
James Lovell,Samuel Adams,June 21 1779
John Fell. Diary,June 21-22 1779
William Fleming,Thomas Jefferson,June 22 1779
William Shippen,Richard Henry Lee,June 22 1779
John Fell,Diary,June 23-24 1779
John Armstrong,George Washington,June 25 1779
Meriwether Smith,Thomas Jefferson,June 25 1779
John Fell,Diary,June 25-26 1779
The Board of Treasury,William Phillips,June 28 1779
John Fell,Diary,June 28-29 1779
John Jay,the Several States,June 29 1779
The Rhode Island Delegates,William Greene,June 29 1779
The Rhode Island Delegates,William Greene,June 29 1779
James Lovell,Horatio Gates,June 29 1779
The Mar^-land Delegates,Thomas Johnsonjr.,June 29 1779
John Fell,Diary,June 30 1779
Samuel Holten,Diary,June 30 1779
Henry Laurens,Notes,July 1 1779
John Fell,Diary,July 1-2 1779
Henry Laurens,Notes,July 2 1779
Samuel Huntington,Jeremiah Wadsworth,July 3 1779
William Whipple,Josiah Bartlett,July 3 1779
Henry Laurens,Notes of Proceedings,July 3 1779
John Fell,Diary,July 3-4 1779
Samuel Holten,Diary,July 4-5 1779
John Jay,Colonels Cox and Pettit,July 5 1779
Henry Laurens,William Livingston,July 5 1779
John Fell,Diary,July 5-6 1779
Samuel Huntington,Oliver Wolcott,July 7 1779
John Armstrong,George Washington,July 7 1779
John Fell,Diary,July 7-8 1779
John Jay,Horatio Gates,July 8 1779
James Lovell,Samuel Adams,July 8 1779
Roger iSherman,Jabez Huntington,July 8 1779
James Duane,Mrs. Duane,July 8 1779
Henry Laurens,Robert Morris,July 8 1779
The Massachusetts Delegates,Jeremiah Powell,July 9 1779
John Fell,Diary,July 9-10 1779
James Lovell,Samuel Adams,July 10 1779
James Searle,Richard Henry Lee,July 10 1779
William Whipple,Josiah Bartlett,July 12 1779
John Armstrong,Horatio Gates,July 12 1779
John Fell,Diary,July 12-13 1779
James Lovell,James Warren,July 13 1779
James Lovell,Samuel Adams,July 13 1779
Samuel Holten,Jeremiah Powell,July 13 1779
Nathaniel Peabody,Josiah Bartlett,July 13 1779
The Rhode Island Delegates,William Greene,July 13 1779
William Fleming,Thomas Jefferson,July 13 1779
Henry Laurens,Horatio Gates,July 14 1779
John Fell,Diary,July 14-15 1779
The North Carolina Delegates,Richard Caswell,July 15 1779
James Lovell,Samuel Adams,July 16 1779
Henry Laurens,John Houstoun,July 16 1779
Samuel Holten,July 16-17 1779
John Fell,Diary,July 16-17 1779
Henry Laurens,Benjamin Lincoln,July 17 1779
James Lovell,Richard Henry Lee,July 17 1779
James Lovell,Arthur Lee,July 17 1779
The Committee of Foreign Affairs,Ralph Izard,July 17 1779
The Committee of Foreign Affairs,the Navy Board of the Eastern Department,July 17 1779
Henry Laurens,John Laurens,July 17 1779
Henry Laurens,Proposed Resolves,July 19 1779
The Marine Committee,Benjamin Franklin,July 19 1779
The Commercial Committee,Oliver Pollock,July 19 1779
William Whipple,Ebenezer Thompson,July 19 1779
John Fell,Diary,July 19-20 1779
Nathaniel Peabody,Meshech Weare,July 20 1779
Nathaniel Peabody,Josiah Bartlett,July 20 1779
James Lovell,Samuel Adams,July 20 1779
James Duane,Mrs. Duane,July 21 1779
Samuel Holten,Diary,July 21 1779
John Fell,Diary,July 21-22 1779
Gouverneur Morris,Robert R. Livingston,July 22 1779
Samuel Huntington,Jeremiah Wadsworth,July 22 1779
John Dickinson,Propositions for Treaty of Peace,July 22 1779
John Dickinson,Draft of Instructions,July 22 1779
John Dickinson,Thomas Rodney,July 22 1779
John Fell,Diary,July 23-24 1779
William Whipple,John Langdon,July 26 1779
John Fell,Diary,July 26-27 1779
William Whipple,Josiah Bartlett,July 27 1779
John Fell,Diary,July 28-29 1779
Henry Laurens,Alexander Hamilton,July 29 1779
Meriwether Smith,Thomas Jefferson,July 30 1779
Henry Laurens,Notes,July 30 1779
John Fell,Diary,July 30-31 1779
James Lovell,Richard Henry Lee,July 31 1779
John Fell,Diary,Aug. 2-3 1779
Nathaniel Peabody,Josiah Bartlett,Aug. 3 1779
William Whipple,Josiah Bartlett,Aug. 3 1779
Samuel Holten,Diary,Aug. 4-5 1779
John Fell,Diary,Aug. 4-5 1779
John Jay,George W^ashington,Aug. 6 1779
James Lovell,Benjamin Franklin,Aug. 6 1779
James Lovell,Arthur Lee,Aug. 6 1779
John Fell,Diary. Aug. 6-7 1779
James Lovell,Horatio Gates,Aug. 9 1779
John Fell,Diary,Aug. 9,lO 356 1779
The Rhode Island Delegates,William Greene,Aug. 10 1779
Henry Laurens,Richard Henry Lee,Aug. 10 1779
Nathaniel Peabody,Meshech Weare,Aug. 10 1779
William Whipple,Josiah Bartlett,Aug. 10 1779
William Fleming,Thomas Jefferson,Aug. 10 1779
Francis Lewis,Stephen Sayre,Aug. 10 1779
John Fell,Diary,Aug. 11-12 1779
John Jay,Benjamin Lincoln,Aug. 12 1779
James Lovell,Samuel Adams,Aug. 12 1779
James Lovell,James Warren,Aug. 13 1779
A Committee of Congress,Benjamin Lincoln,Aug. 13 1779
John Fell,Diary,Aug. 13-14 1779
Thomas Burke,the North Carolina Assembly,Aug 15 1779
John Armstrong,Horatio Gates,Aug. 16 1779
The Committee of Conference,Report,Aug. 16 1779
John Fell,Diary,Aug. 16-17 1779
James Lovell,Richard Henry Lee,Aug. 17 1779
James Lovell,Samuel Adams,Aug. 17 1779
Nathaniel Peabody,Josiah Bartlett,Aug. 17 1779
Francis Lewis,George Clinton,Aug. 18 1779
Samuel Huntington,Jeremiah Wadsworth,Aug. 18 1779
Samuel Holten,Diary,Aug. 19 1779
John Jay,George Washington,Aug. 20 1779
A Committee of Congress,Nathanael Greene,Aug. 20 1779
The Marine Committee,Joseph Reed,Aug. 20 1779
John Jay,Joseph Reed,Aug. 22 1779
William Whipple,Richard Henry Lee,Aug. 23 1779
William Whipple,Josiah Bartlett,Aug. 24 1779
Gouverneur Alorris,Robert R. Livingston,Aug. 24 1779
Henry Marchant,Horatio Gates,Aug. 24 1779
Elbridge Gerry,John Adams,Aug. 24 1779
Samuel Holten,Jeremiah Powell,Aug. 24 1779
Nathaniel Peabody,Meshech Weare,Aug. 24 1779
John Jay,George Clinton,Aug. 27 1779
James Lovell,Richard Henry Lee,Aug. 28 1779
Samuel Holten,Diary,Aug. 29 1779
John Fell,Diary,Aug. 30-31 1779
John Jay,William Glascock,Aug. 31 1779
Cornelius Harnett,Richard Caswell,Aug. 31 1779
Henry Laurens,Richard Henry Lee,Aug. 31 1779
James Lovell,Richard Henry Lee,Aug. 31 1779
Nathaniel Peabody,Josiah Bartlett,Aug. 31 1779
Henry Laurens,Statement,Sept. 1 1779
John Fell,Diary,Sept. 1,2 1779
John Jay,George Qinton,Sept. 2 1779
A Committee of Congress,George Washington,Sept. 3 1779
John Fell,Diary,Sept. 3-4 1779
Samuel Holten,Diary,Sept. 4 1779
Charles Thomson,Statement,Sept. 6 1779
John Fell,Diary,Sept. 6-7 1779
Oliver Ellsworth,Communication,the Public,Sept. 7 1779
Nathaniel Peabody,Josiah Bartlett,Sept. 7 1779
John Fell,Diary,Sept. 8-9 1779
Samuel Huntington,Jonathan Trumbull,Sept. 9 1779
Jesse Root,Jeremiah Wadsworth,Sept. 9 1779
William Churchill Houston,Proposed Report,Sept. 9 1779
Henry Laurens,Proposed Report,Sept. 9 1779
Samuel Holten,Diary,Sept. 9-10 1779
John Fell,Diary,Sept. 10-11 1779
Henry Laurens,Notes for Remarks,Sept. 13 1779
John Fell,Diary,Sept. 13-14 1779
John Jay,the Several States,Sept. 14 1779
Cornelius Harnett,Richard Caswell,Sept. 14 1779
James Lovell,John Adams,Sept. 14 1779
Nathaniel Peabody,Meshech Weare,Sept. 14 1779
John Fell,Diary,Sept. 15 1779
Henry Marchant,Horatio Gates,Sept. 16 1779
James Lovell,Horatio Gates,Sept. 16 1779
James Lovell,Benjamin Franklin,Sept. 16 1779
Samuel Holten,Diary,Sept. 16-17 1779
John Jay,George Clinton,Sept. 17 1779
James Lovell,Arthur Lee,Sept. 17 1779
William Whipple,Richard Henry Lee,Sept. 18 1779
James Lovell,Arthur Lee,Sept. 21 1779
James Lovell,Samuel Adams,Sept. 21 1779
Nathaniel Peabody,Josiah Bartlett,Sept. 21 1779
James Forbes,Thomas Sim Lee,Sept. 21 1779
Henry Laurens,John Laurens,Sept. 21 1779
John Mathews,Thomas Bee,Sept. 21 1779
Samuel Holten,Diary,Sept. 21-23 1779
James Lovell,Arthur Lee,Sept. 22 1779
Henry Laurens,Notes,Sept. 24 1779
John Jay,Meshech Weare,Sept. 25 1779
John Jay,George Clinton,Sept. 25 1779
The Connecticut Delegates,Jonathan Trumbull,Sept. 25 1779
Henry Laurens,Notes of Proceedings,Sept. 25-27 1779
John Fell,Diary,Sept. 25-26 1779
John Jay,the Several States,Sept. 26 1779
Henry Laurens,Jonathan Trumbull,Sept. 26 1779
The Maryland Delegates,Thomas Johnsonjr.,Sept. 26 1779
Henry Laurens,John Laurens,Sept. 27 1779
James Lovell,Richard Henry Lee,Sept. 27 1779
James Lovell,John Adams,Sept. 27 1779
Henry Marchant,Horatio Gates,Sept. 27 1779
John Fell,Diary,Sept. 27-28 1779
James Lovell,John Adams,Sept. 28 1779
John Dickinson,Caesar Rodney,Sept. 28 1779
Henry Laurens,Richard Henry Lee,Sept. 28 1779
Henry Laurens,William Whipple,Sept. 28 1779
Samuel Holten,Jeremiah Powell,Sept. 28 1779
Elbridge Gerry,John Adams,Sept. 29 1779
James Lovell,Samuel Adams,Sept. 29 1779
James Lovell,Arthur Lee,Sept. 29 1779
John Jay,George Clinton,Sept. 29 1779
John Jay,Robert R. Livingston and Gouverneur Morris,Sept. 29 1779
Nathaniel Peabody,Josiah Bartlett,Sept. 29 1779
John Fell,Diary,Sept. 29-30 1779
James Lovell,Horatio Gates,Sept. 30 1779
Cyrus Griffin,Benjamin Franklin,Sept 30 1779
James Alercer,Benjamin Harrison,Oct. 1 1779
James Lovell,John Adams,Oct. 1 1779
John Fell,Diary,Oct. 1-2 1779
Henry Laurens,John Laurens,Oct. 2 1779
Henry Lijurens,John Adams,Oct. 4 1779
The Maryland Delegates,Thomas Johnsonjr.,Oct. 4 1779
John Fell,Diary,Oct. 4-5 1779
Edmund Randolph,Benjamin Harrison,Oct. 5 1779
Henry Laurens,Samuel Adams,Oct. 5 1779
William Churchill Houston,William Livingston,Oct. 5 1779
James Lovell,William Whipple,Oct. 5 1779
Nathaniel Peabody,Josiah Bartlett,Oct. 5 1779
A Committee of Congress,Jeremiah Wadsworth,Oct. 6 1779
Jesse Root,Jeremiah Wadsworth,Oct. 6 1779
Samuel Holten,Diary,Oct. 6 1779
John Fell,Diary,Oct. 6-7 1779
