John Adams,Mrs. Adams,Oct. 7 1774
Samuel Ward,Diary,Oct. 8 1774
Joseph Galloway,Statement,a Committee of the House of Commons,Oct. 8 1774
John Adams,Mrs. Adams,Oct. 9 1774
Joseph Galloway,Statement,a Committee of the House of Commons,Oct. 10 1774
John Adams,Diary,Oct. 10 1774
Samuel Adams,Proposed Letter,General Gage,Oct. 10 1774
Connecticut Delegates,Jonathan Trumbull sr.,Oct. 10 1774
Samuel Ward,Diary,Oct. 11 1774
John Adams,Diary,Oct. 11 1774
Samuel Ward,Diary,Oct. 12 1774
James Duane,Notes of Debates,Oct. 12 1774
James Duane,Notes of I debates,Oct. 13 1774
Samuel Ward,Diary,Oct. 13 1774
John Adams,Diary,Oct. 13 1774
James Duane,Notes of Debates,Oct. 14 1774
Joseph Galloway,Statement,a Committee of the House of Commons,Oct. 14 1774
John Adams,Diary,Oct. 16 1774
George Read,Mrs. Read,Oct. 16 1774
James Duane,Notes of Debates,Oct. 17 1774
Samuel Ward,Diary,Oct. 18  1774
John Adams,Diary,Oct. 20 1774
Samuel Ward,Diary,Oct. 21 1774
Joseph Galloway,Statement,a Committee of the House of Commons,Oct. 21-24 1774
Samuel Ward,Diary,Oct. 22 1774
Silas Deane,Jonathan Trumbull sr.,Oct. 22 1774
John Adams,Diary,Oct. 24 1774
George Read,Mrs. Read,Oct. 24 1774
Samuel Ward,Diary,Oct. 25 1774
John Adams,Diary,Oct. 25, 26 82 1774
Samuel Ward,Diary,Oct. 26 1774
John Dickinson,Arthur Lee,Oct. 27 1774
Joseph Hewes,James Iredell,Oct. 31 1774
Edward Rutledge,Thomas Bee,Oct 84 1774
The New York Delegates,the Chairman and Freeholders of Dutchess County,Nov. 7  1774
South Carolina Delegates,Report,the Provincial Congress 1774
John Adams,Edward Biddle,Dec. 12 1774
James Duane,Samuel Chase,Dec. 29 1774
